Time (s),Message Name,Arbitration ID,Signals
3.785023,MM5_10_TX2_178,0x178,"{'PSIP3': -0.06999999999999318, 'CLU_STAT5': 10, 'PSIP3_STAT': 0, 'CLU_DIAG': 33, 'AX1': 0.039997129999999714, 'MSG_CNT_TX2': 10, 'AX1_STAT': 0, 'CRC_TX2': 180}"
3.785206,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0043973199999998, 'MSG_CNT_TX3': 10, 'AZ_STAT': 0, 'CRC_TX3': 230}"
3.793896,MM5_10_TX1_174,0x174,"{'PSIP1': 0.06999999999999318, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.020877379999999945, 'MSG_CNT_TX1': 11, 'AY1_STAT': 0, 'CRC_TX1': 91}"
3.794126,MM5_10_TX2_178,0x178,"{'PSIP3': 0.014999999999986358, 'CLU_STAT5': 11, 'PSIP3_STAT': 0, 'CLU_DIAG': 35, 'AX1': 0.03897741000000021, 'MSG_CNT_TX2': 11, 'AX1_STAT': 0, 'CRC_TX2': 21}"
3.794314,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0038874599999996, 'MSG_CNT_TX3': 11, 'AZ_STAT': 0, 'CRC_TX3': 241}"
3.804274,MM5_10_TX1_174,0x174,"{'PSIP1': 0.03999999999999204, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.02125977499999987, 'MSG_CNT_TX1': 12, 'AY1_STAT': 0, 'CRC_TX1': 87}"
3.804523,MM5_10_TX2_178,0x178,"{'PSIP3': -0.014999999999986358, 'CLU_STAT5': 12, 'PSIP3_STAT': 0, 'CLU_DIAG': 37, 'AX1': 0.03744782999999963, 'MSG_CNT_TX2': 12, 'AX1_STAT': 0, 'CRC_TX2': 155}"
3.804708,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0038874599999996, 'MSG_CNT_TX3': 12, 'AZ_STAT': 0, 'CRC_TX3': 162}"
3.814668,MM5_10_TX1_174,0x174,"{'PSIP1': 0.014999999999986358, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.021897100000000336, 'MSG_CNT_TX1': 13, 'AY1_STAT': 0, 'CRC_TX1': 255}"
3.814924,MM5_10_TX2_178,0x178,"{'PSIP3': -0.09999999999999432, 'CLU_STAT5': 13, 'PSIP3_STAT': 0, 'CLU_DIAG': 47, 'AX1': 0.03783022499999955, 'MSG_CNT_TX2': 13, 'AX1_STAT': 0, 'CRC_TX2': 53}"
3.815108,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0046522500000004, 'MSG_CNT_TX3': 13, 'AZ_STAT': 0, 'CRC_TX3': 182}"
3.823771,MM5_10_TX1_174,0x174,"{'PSIP1': 0.014999999999986358, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.022534424999999914, 'MSG_CNT_TX1': 14, 'AY1_STAT': 0, 'CRC_TX1': 69}"
3.824006,MM5_10_TX2_178,0x178,"{'PSIP3': -0.1699999999999875, 'CLU_STAT5': 14, 'PSIP3_STAT': 0, 'CLU_DIAG': 32, 'AX1': 0.03961473499999979, 'MSG_CNT_TX2': 14, 'AX1_STAT': 0, 'CRC_TX2': 185}"
3.824192,MM5_10_TX3_17C,0x17c,"{'AZ': 1.005289575, 'MSG_CNT_TX3': 14, 'AZ_STAT': 0, 'CRC_TX3': 24}"
3.834136,MM5_10_TX1_174,0x174,"{'PSIP1': 0.06999999999999318, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.022661890000000184, 'MSG_CNT_TX1': 15, 'AY1_STAT': 0, 'CRC_TX1': 50}"
3.834363,MM5_10_TX2_178,0x178,"{'PSIP3': -0.18000000000000682, 'CLU_STAT5': 15, 'PSIP3_STAT': 0, 'CLU_DIAG': 33, 'AX1': 0.03961473499999979, 'MSG_CNT_TX2': 15, 'AX1_STAT': 0, 'CRC_TX2': 233}"
3.834546,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0042698549999995, 'MSG_CNT_TX3': 15, 'AZ_STAT': 0, 'CRC_TX3': 9}"
3.844515,MM5_10_TX1_174,0x174,"{'PSIP1': 0.09999999999999432, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.022534424999999914, 'MSG_CNT_TX1': 0, 'AY1_STAT': 0, 'CRC_TX1': 212}"
3.844751,MM5_10_TX2_178,0x178,"{'PSIP3': -0.09999999999999432, 'CLU_STAT5': 0, 'PSIP3_STAT': 0, 'CLU_DIAG': 51, 'AX1': 0.03795768999999982, 'MSG_CNT_TX2': 0, 'AX1_STAT': 0, 'CRC_TX2': 103}"
3.844939,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0035050649999997, 'MSG_CNT_TX3': 0, 'AZ_STAT': 0, 'CRC_TX3': 183}"
3.853677,MM5_10_TX1_174,0x174,"{'PSIP1': 0.11000000000001364, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.021897100000000336, 'MSG_CNT_TX1': 1, 'AY1_STAT': 0, 'CRC_TX1': 238}"
3.853950,MM5_10_TX2_178,0x178,"{'PSIP3': -0.05500000000000682, 'CLU_STAT5': 1, 'PSIP3_STAT': 0, 'CLU_DIAG': 34, 'AX1': 0.0370654349999997, 'MSG_CNT_TX2': 1, 'AX1_STAT': 0, 'CRC_TX2': 29}"
3.854133,MM5_10_TX3_17C,0x17c,"{'AZ': 1.00363253, 'MSG_CNT_TX3': 1, 'AZ_STAT': 0, 'CRC_TX3': 38}"
3.864076,MM5_10_TX1_174,0x174,"{'PSIP1': 0.11000000000001364, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.021514704999999523, 'MSG_CNT_TX1': 2, 'AY1_STAT': 0, 'CRC_TX1': 64}"
3.864432,MM5_10_TX2_178,0x178,"{'PSIP3': -0.06999999999999318, 'CLU_STAT5': 2, 'PSIP3_STAT': 0, 'CLU_DIAG': 32, 'AX1': 0.0375752949999999, 'MSG_CNT_TX2': 2, 'AX1_STAT': 0, 'CRC_TX2': 43}"
3.864622,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0046522500000004, 'MSG_CNT_TX3': 2, 'AZ_STAT': 0, 'CRC_TX3': 13}"
3.874435,MM5_10_TX1_174,0x174,"{'PSIP1': 0.09999999999999432, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.020877379999999945, 'MSG_CNT_TX1': 3, 'AY1_STAT': 0, 'CRC_TX1': 98}"
3.874713,MM5_10_TX2_178,0x178,"{'PSIP3': -0.09999999999999432, 'CLU_STAT5': 3, 'PSIP3_STAT': 0, 'CLU_DIAG': 34, 'AX1': 0.039232339999999866, 'MSG_CNT_TX2': 3, 'AX1_STAT': 0, 'CRC_TX2': 87}"
3.874898,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0072015499999996, 'MSG_CNT_TX3': 3, 'AZ_STAT': 0, 'CRC_TX3': 14}"
3.884807,MM5_10_TX1_174,0x174,"{'PSIP1': 0.05500000000000682, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.0211323099999996, 'MSG_CNT_TX1': 4, 'AY1_STAT': 0, 'CRC_TX1': 215}"
3.885090,MM5_10_TX2_178,0x178,"{'PSIP3': -0.11000000000001364, 'CLU_STAT5': 4, 'PSIP3_STAT': 0, 'CLU_DIAG': 33, 'AX1': 0.03974220000000006, 'MSG_CNT_TX2': 4, 'AX1_STAT': 0, 'CRC_TX2': 108}"
3.885273,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0096233850000003, 'MSG_CNT_TX3': 4, 'AZ_STAT': 0, 'CRC_TX3': 235}"
3.893901,MM5_10_TX1_174,0x174,"{'PSIP1': 0.06999999999999318, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.021514704999999523, 'MSG_CNT_TX1': 5, 'AY1_STAT': 0, 'CRC_TX1': 120}"
3.894126,MM5_10_TX2_178,0x178,"{'PSIP3': -0.15500000000000114, 'CLU_STAT5': 0, 'PSIP3_STAT': 0, 'CLU_DIAG': 0, 'AX1': 0.03897741000000021, 'MSG_CNT_TX2': 5, 'AX1_STAT': 0, 'CRC_TX2': 41}"
3.894308,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0096233850000003, 'MSG_CNT_TX3': 5, 'AZ_STAT': 0, 'CRC_TX3': 246}"
3.904281,MM5_10_TX1_174,0x174,"{'PSIP1': 0.09999999999999432, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.02227949500000026, 'MSG_CNT_TX1': 6, 'AY1_STAT': 0, 'CRC_TX1': 139}"
3.904529,MM5_10_TX2_178,0x178,"{'PSIP3': -0.18000000000000682, 'CLU_STAT5': 1, 'PSIP3_STAT': 0, 'CLU_DIAG': 6, 'AX1': 0.03783022499999955, 'MSG_CNT_TX2': 6, 'AX1_STAT': 0, 'CRC_TX2': 165}"
3.904714,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0068191549999996, 'MSG_CNT_TX3': 6, 'AZ_STAT': 0, 'CRC_TX3': 238}"
3.914700,MM5_10_TX1_174,0x174,"{'PSIP1': 0.09999999999999432, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.022534424999999914, 'MSG_CNT_TX1': 7, 'AY1_STAT': 0, 'CRC_TX1': 135}"
3.915003,MM5_10_TX2_178,0x178,"{'PSIP3': -0.11000000000001364, 'CLU_STAT5': 2, 'PSIP3_STAT': 0, 'CLU_DIAG': 32, 'AX1': 0.03795768999999982, 'MSG_CNT_TX2': 7, 'AX1_STAT': 0, 'CRC_TX2': 172}"
3.915187,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0050346450000003, 'MSG_CNT_TX3': 7, 'AZ_STAT': 0, 'CRC_TX3': 238}"
3.923784,MM5_10_TX1_174,0x174,"{'PSIP1': 0.09999999999999432, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.02202456499999972, 'MSG_CNT_TX1': 8, 'AY1_STAT': 0, 'CRC_TX1': 46}"
3.924027,MM5_10_TX2_178,0x178,"{'PSIP3': -0.05500000000000682, 'CLU_STAT5': 3, 'PSIP3_STAT': 0, 'CLU_DIAG': 35, 'AX1': 0.03884994499999994, 'MSG_CNT_TX2': 8, 'AX1_STAT': 0, 'CRC_TX2': 186}"
3.924207,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0060543649999998, 'MSG_CNT_TX3': 8, 'AZ_STAT': 0, 'CRC_TX3': 65}"
3.934141,MM5_10_TX1_174,0x174,"{'PSIP1': 0.09999999999999432, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.021897100000000336, 'MSG_CNT_TX1': 9, 'AY1_STAT': 0, 'CRC_TX1': 188}"
3.934366,MM5_10_TX2_178,0x178,"{'PSIP3': -0.09999999999999432, 'CLU_STAT5': 4, 'PSIP3_STAT': 0, 'CLU_DIAG': 39, 'AX1': 0.03961473499999979, 'MSG_CNT_TX2': 9, 'AX1_STAT': 0, 'CRC_TX2': 209}"
3.934553,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0054170400000002, 'MSG_CNT_TX3': 9, 'AZ_STAT': 0, 'CRC_TX3': 213}"
3.944534,MM5_10_TX1_174,0x174,"{'PSIP1': 0.09999999999999432, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.02227949500000026, 'MSG_CNT_TX1': 10, 'AY1_STAT': 0, 'CRC_TX1': 23}"
3.944777,MM5_10_TX2_178,0x178,"{'PSIP3': -0.21000000000000796, 'CLU_STAT5': 5, 'PSIP3_STAT': 0, 'CLU_DIAG': 32, 'AX1': 0.03961473499999979, 'MSG_CNT_TX2': 10, 'AX1_STAT': 0, 'CRC_TX2': 214}"
3.944956,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0029952049999995, 'MSG_CNT_TX3': 10, 'AZ_STAT': 0, 'CRC_TX3': 39}"
3.953683,MM5_10_TX1_174,0x174,"{'PSIP1': 0.11000000000001364, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.02202456499999972, 'MSG_CNT_TX1': 11, 'AY1_STAT': 0, 'CRC_TX1': 179}"
3.953937,MM5_10_TX2_178,0x178,"{'PSIP3': -0.26499999999998636, 'CLU_STAT5': 6, 'PSIP3_STAT': 0, 'CLU_DIAG': 32, 'AX1': 0.039232339999999866, 'MSG_CNT_TX2': 11, 'AX1_STAT': 0, 'CRC_TX2': 166}"
3.954115,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0024853450000002, 'MSG_CNT_TX3': 11, 'AZ_STAT': 0, 'CRC_TX3': 60}"
3.964027,MM5_10_TX1_174,0x174,"{'PSIP1': 0.125, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.02125977499999987, 'MSG_CNT_TX1': 12, 'AY1_STAT': 0, 'CRC_TX1': 179}"
3.964261,MM5_10_TX2_178,0x178,"{'PSIP3': -0.28000000000000114, 'CLU_STAT5': 7, 'PSIP3_STAT': 0, 'CLU_DIAG': 32, 'AX1': 0.03961473499999979, 'MSG_CNT_TX2': 12, 'AX1_STAT': 0, 'CRC_TX2': 244}"
3.964445,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0043973199999998, 'MSG_CNT_TX3': 12, 'AZ_STAT': 0, 'CRC_TX3': 168}"
3.974411,MM5_10_TX1_174,0x174,"{'PSIP1': 0.09999999999999432, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.020877379999999945, 'MSG_CNT_TX1': 13, 'AY1_STAT': 0, 'CRC_TX1': 196}"
3.974672,MM5_10_TX2_178,0x178,"{'PSIP3': -0.22499999999999432, 'CLU_STAT5': 8, 'PSIP3_STAT': 0, 'CLU_DIAG': 32, 'AX1': 0.03974220000000006, 'MSG_CNT_TX2': 13, 'AX1_STAT': 0, 'CRC_TX2': 159}"
3.974857,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0066916900000002, 'MSG_CNT_TX3': 13, 'AZ_STAT': 0, 'CRC_TX3': 174}"
3.984779,MM5_10_TX1_174,0x174,"{'PSIP1': 0.05500000000000682, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.0211323099999996, 'MSG_CNT_TX1': 14, 'AY1_STAT': 0, 'CRC_TX1': 5}"
3.985014,MM5_10_TX2_178,0x178,"{'PSIP3': -0.09999999999999432, 'CLU_STAT5': 9, 'PSIP3_STAT': 0, 'CLU_DIAG': 32, 'AX1': 0.03897741000000021, 'MSG_CNT_TX2': 14, 'AX1_STAT': 0, 'CRC_TX2': 87}"
3.985196,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0070740850000002, 'MSG_CNT_TX3': 14, 'AZ_STAT': 0, 'CRC_TX3': 3}"
3.993897,MM5_10_TX1_174,0x174,"{'PSIP1': 0.05500000000000682, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.021514704999999523, 'MSG_CNT_TX1': 15, 'AY1_STAT': 0, 'CRC_TX1': 158}"
3.994130,MM5_10_TX2_178,0x178,"{'PSIP3': 0.014999999999986358, 'CLU_STAT5': 10, 'PSIP3_STAT': 0, 'CLU_DIAG': 34, 'AX1': 0.03783022499999955, 'MSG_CNT_TX2': 15, 'AX1_STAT': 0, 'CRC_TX2': 14}"
3.994318,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0057994350000001, 'MSG_CNT_TX3': 15, 'AZ_STAT': 0, 'CRC_TX3': 23}"
4.004269,MM5_10_TX1_174,0x174,"{'PSIP1': 0.03999999999999204, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.02227949500000026, 'MSG_CNT_TX1': 0, 'AY1_STAT': 0, 'CRC_TX1': 199}"
4.004506,MM5_10_TX2_178,0x178,"{'PSIP3': 0.06999999999999318, 'CLU_STAT5': 0, 'PSIP3_STAT': 0, 'CLU_DIAG': 0, 'AX1': 0.03719289999999997, 'MSG_CNT_TX2': 0, 'AX1_STAT': 0, 'CRC_TX2': 24}"
4.004690,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0042698549999995, 'MSG_CNT_TX3': 0, 'AZ_STAT': 0, 'CRC_TX3': 178}"
4.014662,MM5_10_TX1_174,0x174,"{'PSIP1': 0.08500000000000796, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.02227949500000026, 'MSG_CNT_TX1': 1, 'AY1_STAT': 0, 'CRC_TX1': 236}"
4.014907,MM5_10_TX2_178,0x178,"{'PSIP3': 0.014999999999986358, 'CLU_STAT5': 0, 'PSIP3_STAT': 0, 'CLU_DIAG': 0, 'AX1': 0.03783022499999955, 'MSG_CNT_TX2': 1, 'AX1_STAT': 0, 'CRC_TX2': 102}"
4.015098,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0024853450000002, 'MSG_CNT_TX3': 1, 'AZ_STAT': 0, 'CRC_TX3': 238}"
4.023817,MM5_10_TX1_174,0x174,"{'PSIP1': 0.11000000000001364, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.0211323099999996, 'MSG_CNT_TX1': 2, 'AY1_STAT': 0, 'CRC_TX1': 198}"
4.024113,MM5_10_TX2_178,0x178,"{'PSIP3': -0.06999999999999318, 'CLU_STAT5': 1, 'PSIP3_STAT': 0, 'CLU_DIAG': 32, 'AX1': 0.039232339999999866, 'MSG_CNT_TX2': 2, 'AX1_STAT': 0, 'CRC_TX2': 1}"
4.024297,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0010832299999999, 'MSG_CNT_TX3': 2, 'AZ_STAT': 0, 'CRC_TX3': 91}"
4.034186,MM5_10_TX1_174,0x174,"{'PSIP1': 0.11000000000001364, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.02049498500000002, 'MSG_CNT_TX1': 3, 'AY1_STAT': 0, 'CRC_TX1': 81}"
4.034467,MM5_10_TX2_178,0x178,"{'PSIP3': -0.13999999999998636, 'CLU_STAT5': 2, 'PSIP3_STAT': 0, 'CLU_DIAG': 32, 'AX1': 0.04037952499999964, 'MSG_CNT_TX2': 3, 'AX1_STAT': 0, 'CRC_TX2': 75}"
4.034704,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0000635100000004, 'MSG_CNT_TX3': 3, 'AZ_STAT': 0, 'CRC_TX3': 74}"
4.044603,MM5_10_TX1_174,0x174,"{'PSIP1': 0.125, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.02125977499999987, 'MSG_CNT_TX1': 4, 'AY1_STAT': 0, 'CRC_TX1': 91}"
4.044933,MM5_10_TX2_178,0x178,"{'PSIP3': -0.19499999999999318, 'CLU_STAT5': 3, 'PSIP3_STAT': 0, 'CLU_DIAG': 39, 'AX1': 0.04076191999999956, 'MSG_CNT_TX2': 4, 'AX1_STAT': 0, 'CRC_TX2': 123}"
4.045132,MM5_10_TX3_17C,0x17c,"{'AZ': 1.00031844, 'MSG_CNT_TX3': 4, 'AZ_STAT': 0, 'CRC_TX3': 16}"
4.053675,MM5_10_TX1_174,0x174,"{'PSIP1': 0.125, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.021897100000000336, 'MSG_CNT_TX1': 5, 'AY1_STAT': 0, 'CRC_TX1': 198}"
4.053947,MM5_10_TX2_178,0x178,"{'PSIP3': -0.2400000000000091, 'CLU_STAT5': 4, 'PSIP3_STAT': 0, 'CLU_DIAG': 47, 'AX1': 0.041016850000000105, 'MSG_CNT_TX2': 5, 'AX1_STAT': 0, 'CRC_TX2': 125}"
4.054142,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0018480199999997, 'MSG_CNT_TX3': 5, 'AZ_STAT': 0, 'CRC_TX3': 31}"
4.064025,MM5_10_TX1_174,0x174,"{'PSIP1': 0.13999999999998636, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.021514704999999523, 'MSG_CNT_TX1': 6, 'AY1_STAT': 0, 'CRC_TX1': 92}"
4.064266,MM5_10_TX2_178,0x178,"{'PSIP3': -0.26499999999998636, 'CLU_STAT5': 5, 'PSIP3_STAT': 0, 'CLU_DIAG': 18, 'AX1': 0.039997129999999714, 'MSG_CNT_TX2': 6, 'AX1_STAT': 0, 'CRC_TX2': 216}"
4.064446,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0038874599999996, 'MSG_CNT_TX3': 6, 'AZ_STAT': 0, 'CRC_TX3': 112}"
4.074454,MM5_10_TX1_174,0x174,"{'PSIP1': 0.09999999999999432, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.020240055000000368, 'MSG_CNT_TX1': 7, 'AY1_STAT': 0, 'CRC_TX1': 190}"
4.074764,MM5_10_TX2_178,0x178,"{'PSIP3': -0.22499999999999432, 'CLU_STAT5': 6, 'PSIP3_STAT': 0, 'CLU_DIAG': 34, 'AX1': 0.039359805000000136, 'MSG_CNT_TX2': 7, 'AX1_STAT': 0, 'CRC_TX2': 249}"
4.074953,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0043973199999998, 'MSG_CNT_TX3': 7, 'AZ_STAT': 0, 'CRC_TX3': 103}"
4.084806,MM5_10_TX1_174,0x174,"{'PSIP1': 0.030000000000001137, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.01947526499999963, 'MSG_CNT_TX1': 8, 'AY1_STAT': 0, 'CRC_TX1': 3}"
4.085085,MM5_10_TX2_178,0x178,"{'PSIP3': -0.125, 'CLU_STAT5': 7, 'PSIP3_STAT': 0, 'CLU_DIAG': 38, 'AX1': 0.039359805000000136, 'MSG_CNT_TX2': 8, 'AX1_STAT': 0, 'CRC_TX2': 217}"
4.085263,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0038874599999996, 'MSG_CNT_TX3': 8, 'AZ_STAT': 0, 'CRC_TX3': 214}"
4.093897,MM5_10_TX1_174,0x174,"{'PSIP1': 0.014999999999986358, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.019347800000000248, 'MSG_CNT_TX1': 9, 'AY1_STAT': 0, 'CRC_TX1': 165}"
4.094125,MM5_10_TX2_178,0x178,"{'PSIP3': -0.05500000000000682, 'CLU_STAT5': 8, 'PSIP3_STAT': 0, 'CLU_DIAG': 34, 'AX1': 0.039232339999999866, 'MSG_CNT_TX2': 9, 'AX1_STAT': 0, 'CRC_TX2': 122}"
4.094306,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0029952049999995, 'MSG_CNT_TX3': 9, 'AZ_STAT': 0, 'CRC_TX3': 0}"
4.104275,MM5_10_TX1_174,0x174,"{'PSIP1': 0.05500000000000682, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.02049498500000002, 'MSG_CNT_TX1': 10, 'AY1_STAT': 0, 'CRC_TX1': 251}"
4.104515,MM5_10_TX2_178,0x178,"{'PSIP3': -0.06999999999999318, 'CLU_STAT5': 9, 'PSIP3_STAT': 0, 'CLU_DIAG': 33, 'AX1': 0.038340084999999746, 'MSG_CNT_TX2': 10, 'AX1_STAT': 0, 'CRC_TX2': 152}"
4.104697,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0018480199999997, 'MSG_CNT_TX3': 10, 'AZ_STAT': 0, 'CRC_TX3': 164}"
4.114686,MM5_10_TX1_174,0x174,"{'PSIP1': 0.09999999999999432, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.020877379999999945, 'MSG_CNT_TX1': 11, 'AY1_STAT': 0, 'CRC_TX1': 138}"
4.114969,MM5_10_TX2_178,0x178,"{'PSIP3': -0.125, 'CLU_STAT5': 0, 'PSIP3_STAT': 0, 'CLU_DIAG': 0, 'AX1': 0.03795768999999982, 'MSG_CNT_TX2': 11, 'AX1_STAT': 0, 'CRC_TX2': 72}"
4.115157,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0018480199999997, 'MSG_CNT_TX3': 11, 'AZ_STAT': 0, 'CRC_TX3': 185}"
4.123781,MM5_10_TX1_174,0x174,"{'PSIP1': 0.125, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.020622450000000292, 'MSG_CNT_TX1': 12, 'AY1_STAT': 0, 'CRC_TX1': 58}"
4.124052,MM5_10_TX2_178,0x178,"{'PSIP3': -0.21000000000000796, 'CLU_STAT5': 1, 'PSIP3_STAT': 0, 'CLU_DIAG': 37, 'AX1': 0.03795768999999982, 'MSG_CNT_TX2': 12, 'AX1_STAT': 0, 'CRC_TX2': 99}"
4.124243,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0024853450000002, 'MSG_CNT_TX3': 12, 'AZ_STAT': 0, 'CRC_TX3': 111}"
4.134146,MM5_10_TX1_174,0x174,"{'PSIP1': 0.13999999999998636, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.0211323099999996, 'MSG_CNT_TX1': 13, 'AY1_STAT': 0, 'CRC_TX1': 21}"
4.134382,MM5_10_TX2_178,0x178,"{'PSIP3': -0.22499999999999432, 'CLU_STAT5': 2, 'PSIP3_STAT': 0, 'CLU_DIAG': 57, 'AX1': 0.038340084999999746, 'MSG_CNT_TX2': 13, 'AX1_STAT': 0, 'CRC_TX2': 137}"
4.134567,MM5_10_TX3_17C,0x17c,"{'AZ': 1.003250135, 'MSG_CNT_TX3': 13, 'AZ_STAT': 0, 'CRC_TX3': 119}"
4.144510,MM5_10_TX1_174,0x174,"{'PSIP1': 0.15500000000000114, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.02227949500000026, 'MSG_CNT_TX1': 14, 'AY1_STAT': 0, 'CRC_TX1': 86}"
4.144742,MM5_10_TX2_178,0x178,"{'PSIP3': -0.125, 'CLU_STAT5': 3, 'PSIP3_STAT': 0, 'CLU_DIAG': 33, 'AX1': 0.03783022499999955, 'MSG_CNT_TX2': 14, 'AX1_STAT': 0, 'CRC_TX2': 196}"
4.144922,MM5_10_TX3_17C,0x17c,"{'AZ': 1.00363253, 'MSG_CNT_TX3': 14, 'AZ_STAT': 0, 'CRC_TX3': 157}"
4.153660,MM5_10_TX1_174,0x174,"{'PSIP1': 0.125, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.02227949500000026, 'MSG_CNT_TX1': 15, 'AY1_STAT': 0, 'CRC_TX1': 152}"
4.153900,MM5_10_TX2_178,0x178,"{'PSIP3': 0.014999999999986358, 'CLU_STAT5': 4, 'PSIP3_STAT': 0, 'CLU_DIAG': 32, 'AX1': 0.03719289999999997, 'MSG_CNT_TX2': 15, 'AX1_STAT': 0, 'CRC_TX2': 186}"
4.154083,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0026128099999996, 'MSG_CNT_TX3': 15, 'AZ_STAT': 0, 'CRC_TX3': 196}"
4.164031,MM5_10_TX1_174,0x174,"{'PSIP1': 0.08500000000000796, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.021514704999999523, 'MSG_CNT_TX1': 0, 'AY1_STAT': 0, 'CRC_TX1': 244}"
4.164271,MM5_10_TX2_178,0x178,"{'PSIP3': -0.030000000000001137, 'CLU_STAT5': 0, 'PSIP3_STAT': 0, 'CLU_DIAG': 0, 'AX1': 0.0370654349999997, 'MSG_CNT_TX2': 0, 'AX1_STAT': 0, 'CRC_TX2': 91}"
4.164454,MM5_10_TX3_17C,0x17c,"{'AZ': 1.0022304149999997, 'MSG_CNT_TX3': 0, 'AZ_STAT': 0, 'CRC_TX3': 250}"
4.174511,MM5_10_TX1_174,0x174,"{'PSIP1': 0.030000000000001137, 'CLU_STAT': 0, 'PSIP1_STAT': 0, 'AY1': 0.020240055000000368, 'MSG_CNT_TX1': 1, 'AY1_STAT': 0, 'CRC_TX1': 243}"
